customer_id,transaction_date,transaction_amount,discount_amount,transaction_quantity,transaction_duration,transaction_type
C0090,2024-04-30,610.96,123.32,2,11.03,subscription
C0094,2024-04-30,812.16,43.59,6,49.35,refund
C0058,2024-04-30,824.93,204.07,1,44.41,purchase
C0056,2024-04-30,498.46,24.67,8,21.11,refund
C0052,2024-04-30,615.14,3.77,8,50.97,purchase
C0098,2024-04-30,205.22,7.98,9,7.41,refund
C0031,2024-04-30,252.37,49.54,3,38.37,purchase
C0034,2024-04-30,14.03,2.32,2,25.16,subscription
C0074,2024-04-30,720.39,167.88,2,10.53,purchase
C0016,2024-04-30,29.61,8.45,8,57.36,subscription
C0032,2024-04-30,332.96,75.53,4,31.91,purchase
C0030,2024-04-30,608.56,152.72,5,31.55,refund
C0083,2024-05-01,614.48,184.16,2,41.7,refund
C0018,2024-05-01,105.75,23.6,7,31.55,subscription
C0065,2024-05-01,191.32,8.4,2,54.02,purchase
C0044,2024-05-01,110.37,26.22,3,31.53,purchase
C0048,2024-05-01,518.95,48.02,4,16.84,refund
C0039,2024-05-01,802.58,48.19,7,41.87,subscription
C0004,2024-05-01,949.51,268.06,2,30.53,purchase
C0030,2024-05-01,860.91,183.32,7,49.01,subscription
C0039,2024-05-01,705.98,137.84,8,35.76,subscription
C0057,2024-05-01,418.16,117.26,7,48.45,purchase
C0031,2024-05-01,579.31,35.94,6,25.18,refund
C0018,2024-05-01,388.66,35.51,8,46.0,subscription
C0066,2024-05-01,78.23,1.81,8,51.22,purchase
C0100,2024-05-01,966.29,149.1,4,35.24,refund
C0097,2024-05-01,923.8,267.07,3,17.34,purchase
C0026,2024-05-01,962.13,282.6,6,29.13,refund
C0050,2024-05-01,918.18,107.83,9,5.01,refund
C0092,2024-05-01,618.34,126.08,6,52.15,subscription
C0019,2024-05-01,639.24,58.25,6,12.1,subscription
C0026,2024-05-01,161.05,41.51,8,27.23,purchase
C0086,2024-05-01,342.5,18.69,9,43.36,purchase
C0018,2024-05-01,946.91,117.89,6,53.61,subscription
C0022,2024-05-01,885.18,46.08,6,32.41,purchase
C0012,2024-05-01,926.74,217.72,7,19.6,refund
C0015,2024-05-01,472.24,20.19,2,41.64,refund
C0047,2024-05-01,46.56,1.57,1,8.86,purchase
C0090,2024-05-01,103.21,6.82,5,36.09,purchase
C0007,2024-05-01,765.43,152.55,7,12.63,subscription
C0029,2024-05-01,164.87,12.38,6,44.3,purchase
C0094,2024-05-01,656.27,72.29,3,23.46,purchase
C0073,2024-05-01,939.5,219.97,9,26.6,subscription
C0055,2024-05-01,560.51,106.2,5,55.47,purchase
C0059,2024-05-01,269.51,34.97,8,38.7,refund
C0026,2024-05-01,86.33,2.81,4,18.95,refund
C0051,2024-05-01,797.93,43.69,5,28.61,subscription
C0006,2024-05-01,777.58,105.14,2,40.46,purchase
C0056,2024-05-01,636.35,92.96,6,10.57,purchase
C0073,2024-05-01,184.32,39.63,7,53.14,purchase
C0088,2024-05-01,537.07,32.48,3,58.93,refund
C0098,2024-05-01,711.31,105.13,8,5.48,purchase
C0045,2024-05-01,121.12,10.58,9,49.24,subscription
C0083,2024-05-01,760.94,3.56,5,21.02,refund
C0011,2024-05-01,384.57,87.92,4,5.72,purchase
C0086,2024-05-02,660.25,39.26,5,34.66,purchase
C0099,2024-05-02,921.13,267.95,9,25.5,refund
C0094,2024-05-02,299.98,26.62,6,20.62,subscription
C0016,2024-05-02,365.62,60.63,8,39.94,refund
C0024,2024-05-02,29.82,0.25,4,10.28,purchase
C0090,2024-05-02,807.58,91.47,9,24.33,purchase
C0001,2024-05-02,809.16,122.85,4,37.83,refund
C0023,2024-05-02,43.31,8.76,1,29.5,subscription
C0048,2024-05-02,276.52,68.79,7,41.67,purchase
C0083,2024-05-02,419.97,77.36,1,21.03,purchase
C0078,2024-05-02,37.91,4.64,8,43.83,refund
C0086,2024-05-02,335.98,14.14,3,37.27,subscription
C0051,2024-05-02,77.29,4.2,5,43.06,purchase
C0062,2024-05-02,416.05,78.12,5,50.35,purchase
C0038,2024-05-02,444.65,15.05,9,57.81,refund
C0091,2024-05-02,520.65,65.32,5,10.01,subscription
C0063,2024-05-02,830.84,178.66,6,30.66,purchase
C0084,2024-05-02,627.95,24.87,8,54.77,subscription
C0057,2024-05-02,943.68,75.47,8,59.69,purchase
C0014,2024-05-02,405.11,3.12,3,54.55,subscription
C0014,2024-05-02,750.68,126.4,6,28.3,refund
C0011,2024-05-02,675.89,82.52,6,13.02,refund
C0060,2024-05-02,77.76,13.2,9,59.72,refund
C0082,2024-05-02,669.44,183.28,8,56.52,subscription
C0028,2024-05-02,712.83,187.07,5,53.64,refund
C0061,2024-05-02,852.75,42.35,8,33.84,purchase
C0016,2024-05-02,490.96,136.88,8,40.94,subscription
C0086,2024-05-02,131.19,29.88,1,38.5,purchase
C0020,2024-05-02,717.97,147.6,6,44.53,refund
C0079,2024-05-02,88.9,24.45,2,10.82,refund
C0046,2024-05-02,447.09,69.5,7,34.67,subscription
C0073,2024-05-02,705.19,100.88,5,56.34,purchase
C0017,2024-05-02,289.63,52.18,4,26.34,purchase
C0008,2024-05-02,291.83,57.48,2,53.34,subscription
C0080,2024-05-02,855.02,151.01,7,48.42,subscription
C0027,2024-05-02,739.29,101.56,4,43.09,refund
C0099,2024-05-02,986.0,91.29,1,6.67,refund
C0100,2024-05-02,292.66,30.61,2,24.21,purchase
C0067,2024-05-02,656.94,82.62,4,33.24,subscription
C0055,2024-05-02,57.94,12.22,5,59.48,subscription
C0049,2024-05-02,637.42,173.61,9,53.25,purchase
C0026,2024-05-02,857.91,50.27,3,48.69,refund
C0024,2024-05-02,680.14,147.96,1,8.39,subscription
C0008,2024-05-02,881.56,252.32,9,19.63,subscription
C0036,2024-05-03,10.44,2.37,9,30.96,purchase
C0082,2024-05-03,407.78,111.2,2,56.33,subscription
C0016,2024-05-03,405.12,74.79,1,54.83,purchase
C0020,2024-05-03,497.83,123.61,6,26.91,purchase
C0031,2024-05-03,916.8,161.16,9,29.39,refund
C0066,2024-05-03,327.99,53.89,1,40.25,subscription
C0075,2024-05-03,728.33,6.33,9,21.7,refund
C0062,2024-05-03,361.79,62.33,4,57.31,refund
C0024,2024-05-03,702.09,124.78,8,11.63,subscription
C0036,2024-05-03,621.55,163.96,6,30.39,refund
C0074,2024-05-03,985.69,56.13,1,50.4,purchase
C0015,2024-05-03,319.84,28.34,7,14.77,subscription
C0099,2024-05-03,25.3,7.05,1,35.4,purchase
C0063,2024-05-03,387.27,86.9,4,57.05,purchase
C0064,2024-05-03,380.01,50.17,4,50.28,purchase
C0059,2024-05-03,771.33,82.38,7,58.16,subscription
C0018,2024-05-03,743.72,84.36,3,55.78,subscription
C0021,2024-05-03,324.55,96.5,9,27.23,subscription
C0012,2024-05-03,403.38,29.78,8,39.86,refund
C0086,2024-05-03,164.23,13.28,2,21.3,purchase
C0007,2024-05-03,943.66,237.53,1,15.2,subscription
C0086,2024-05-03,802.74,235.75,2,52.68,subscription
C0037,2024-05-03,343.66,53.99,5,55.34,refund
C0063,2024-05-03,698.02,84.04,4,14.34,refund
C0094,2024-05-03,224.14,54.28,4,24.63,purchase
C0028,2024-05-03,119.7,32.14,4,12.41,refund
C0016,2024-05-03,456.43,71.52,9,6.99,subscription
C0028,2024-05-03,508.09,27.35,4,45.97,refund
C0006,2024-05-03,283.86,83.0,4,56.44,refund
C0097,2024-05-03,432.07,129.54,6,13.22,subscription
C0014,2024-05-03,631.1,185.43,2,57.96,refund
C0074,2024-05-03,879.05,127.08,4,39.42,subscription
C0076,2024-05-03,518.95,136.95,6,51.23,subscription
C0028,2024-05-03,834.67,119.78,8,48.07,purchase
C0094,2024-05-03,550.86,13.21,4,44.5,purchase
C0081,2024-05-03,676.7,196.9,1,45.2,subscription
C0013,2024-05-03,297.79,82.19,5,22.76,subscription
C0013,2024-05-03,133.26,38.8,6,32.68,refund
C0059,2024-05-03,804.98,172.95,4,18.6,subscription
C0096,2024-05-03,267.15,44.2,8,16.31,subscription
C0033,2024-05-03,419.53,100.59,1,55.38,refund
C0002,2024-05-03,464.99,26.02,4,17.52,subscription
C0049,2024-05-03,561.03,136.6,6,43.73,refund
C0028,2024-05-03,124.14,11.84,7,17.0,purchase
C0026,2024-05-03,654.22,170.13,7,41.62,refund
C0044,2024-05-03,398.3,96.96,4,41.32,subscription
C0039,2024-05-03,737.51,155.21,7,20.18,refund
C0020,2024-05-03,587.44,85.28,5,58.5,subscription
C0069,2024-05-03,741.64,136.85,6,52.51,subscription
C0029,2024-05-03,865.92,207.11,2,9.81,subscription
C0074,2024-05-04,890.32,92.52,3,30.54,subscription
C0081,2024-05-04,257.32,6.52,9,22.64,refund
C0054,2024-05-04,186.68,20.62,5,51.11,refund
C0036,2024-05-04,805.6,128.48,6,28.41,subscription
C0057,2024-05-04,284.66,32.88,2,34.88,subscription
C0057,2024-05-04,193.15,13.35,9,41.22,subscription
C0057,2024-05-04,906.83,209.46,1,18.03,purchase
C0077,2024-05-04,679.42,66.26,8,5.21,refund
C0086,2024-05-04,229.6,55.46,1,5.62,subscription
C0088,2024-05-04,875.84,136.39,7,41.56,refund
C0001,2024-05-04,379.72,29.09,1,29.43,purchase
C0041,2024-05-04,326.82,49.62,9,57.75,purchase
C0094,2024-05-04,778.52,202.95,6,56.19,purchase
C0069,2024-05-04,832.77,13.59,5,38.12,refund
C0004,2024-05-04,370.45,29.38,8,15.03,subscription
C0041,2024-05-04,101.9,4.83,7,6.74,purchase
C0046,2024-05-04,478.44,123.06,9,40.46,subscription
C0092,2024-05-04,673.55,37.97,6,49.32,subscription
C0049,2024-05-04,488.38,27.62,8,55.15,purchase
C0006,2024-05-04,151.51,29.92,4,40.51,purchase
C0081,2024-05-04,224.09,32.52,8,52.57,subscription
C0053,2024-05-04,998.98,139.51,4,45.18,subscription
C0084,2024-05-04,391.38,28.5,9,21.87,purchase
C0003,2024-05-04,428.48,25.82,8,11.23,refund
C0019,2024-05-04,395.64,39.67,8,48.11,subscription
C0039,2024-05-04,750.75,25.55,4,49.89,purchase
C0074,2024-05-04,695.29,118.51,2,17.53,refund
C0097,2024-05-04,691.11,53.51,3,24.47,refund
C0008,2024-05-04,939.93,15.74,5,48.94,subscription
C0066,2024-05-04,814.97,8.17,2,17.18,subscription
C0058,2024-05-04,741.42,166.78,9,19.09,refund
C0044,2024-05-04,99.12,28.21,2,50.75,subscription
C0096,2024-05-04,944.26,271.99,5,57.41,refund
C0034,2024-05-05,594.9,128.76,8,31.99,subscription
C0071,2024-05-05,687.37,44.45,3,26.97,subscription
C0029,2024-05-05,316.93,77.2,1,34.57,refund
C0049,2024-05-05,716.75,6.48,2,49.35,purchase
C0035,2024-05-05,879.01,201.17,2,10.86,refund
C0051,2024-05-05,312.02,72.21,5,28.54,refund
C0095,2024-05-05,174.36,5.99,8,13.56,refund
C0043,2024-05-05,275.23,78.17,7,24.24,refund
C0035,2024-05-05,786.29,171.7,6,51.55,subscription
C0020,2024-05-05,790.91,192.27,7,9.83,purchase
C0095,2024-05-05,532.19,100.3,2,46.61,purchase
C0003,2024-05-05,831.61,232.4,2,18.21,subscription
C0056,2024-05-05,119.5,3.77,5,32.34,refund
C0049,2024-05-05,889.32,228.15,2,25.5,purchase
C0025,2024-05-05,913.65,148.08,9,24.19,purchase
C0037,2024-05-05,704.85,119.88,4,23.2,refund
C0094,2024-05-05,90.06,26.11,6,22.21,refund
C0015,2024-05-05,498.03,49.33,2,51.2,refund
C0072,2024-05-05,350.52,95.5,4,54.49,purchase
C0037,2024-05-05,868.78,123.56,4,16.63,refund
C0072,2024-05-05,218.93,4.88,3,8.83,subscription
C0098,2024-05-05,587.82,133.19,6,30.05,purchase
C0071,2024-05-05,419.22,40.1,7,7.56,purchase
C0090,2024-05-05,44.84,7.94,9,6.32,subscription
C0098,2024-05-05,606.34,35.25,2,12.73,subscription
C0095,2024-05-05,141.43,3.62,8,46.78,refund
C0090,2024-05-05,828.72,189.32,5,6.38,subscription
C0031,2024-05-05,555.43,17.59,8,37.64,subscription
C0083,2024-05-05,780.16,228.19,2,27.34,purchase
C0007,2024-05-05,19.16,2.65,8,33.96,purchase
C0043,2024-05-05,876.73,37.4,3,53.87,refund
C0048,2024-05-05,978.4,190.12,3,10.07,purchase
C0045,2024-05-05,724.56,88.04,1,47.42,subscription
C0082,2024-05-05,347.68,56.69,5,8.58,subscription
C0017,2024-05-05,943.55,93.94,1,59.13,subscription
C0061,2024-05-05,717.48,116.13,2,56.51,subscription
C0052,2024-05-05,124.98,6.83,7,36.42,refund
C0062,2024-05-05,598.52,166.73,7,20.34,purchase
C0096,2024-05-05,114.22,19.27,6,16.09,purchase
C0017,2024-05-05,622.21,16.03,4,5.69,purchase
C0013,2024-05-05,385.33,107.99,6,7.63,purchase
C0024,2024-05-05,470.22,91.39,6,12.86,subscription
C0099,2024-05-06,128.75,12.05,3,14.74,refund
C0006,2024-05-06,248.11,22.83,6,48.2,refund
C0076,2024-05-06,608.52,73.73,5,45.31,purchase
C0046,2024-05-06,573.79,6.47,1,52.29,purchase
C0028,2024-05-06,524.98,46.45,6,10.26,refund
C0018,2024-05-06,910.97,80.46,5,30.1,purchase
C0051,2024-05-06,599.52,80.82,1,56.54,subscription
C0084,2024-05-06,862.62,37.65,2,51.57,refund
C0085,2024-05-06,819.66,181.65,5,39.98,refund
C0031,2024-05-06,993.63,192.05,4,10.91,subscription
C0099,2024-05-06,909.63,74.58,8,8.77,refund
C0057,2024-05-06,282.85,31.66,9,46.93,purchase
C0083,2024-05-06,442.63,40.26,5,59.35,purchase
C0054,2024-05-06,420.06,5.61,4,33.91,subscription
C0017,2024-05-06,673.06,81.25,3,21.55,purchase
C0083,2024-05-06,45.68,12.78,5,40.61,purchase
C0037,2024-05-06,102.39,9.56,7,53.26,subscription
C0029,2024-05-06,431.96,84.2,8,25.7,purchase
C0088,2024-05-06,543.62,5.16,2,37.32,subscription
C0032,2024-05-06,924.8,65.51,7,34.22,refund
C0018,2024-05-06,236.86,21.69,6,56.57,purchase
C0023,2024-05-06,643.73,143.95,5,13.42,purchase
C0003,2024-05-06,760.84,172.13,8,11.94,purchase
C0018,2024-05-06,891.51,200.58,1,19.2,refund
C0012,2024-05-06,176.39,14.48,9,31.42,purchase
C0067,2024-05-06,880.41,81.68,2,38.18,refund
C0037,2024-05-06,809.12,209.07,4,28.89,purchase
C0044,2024-05-06,432.86,15.63,7,28.74,refund
C0100,2024-05-06,278.65,8.24,7,43.87,refund
C0039,2024-05-06,229.06,26.1,9,44.25,purchase
C0005,2024-05-06,638.56,0.27,3,23.7,refund
C0088,2024-05-06,89.72,23.3,4,25.86,refund
C0090,2024-05-06,277.55,80.47,7,34.97,refund
C0098,2024-05-06,130.41,14.22,5,35.19,subscription
C0080,2024-05-06,270.61,0.05,2,7.94,subscription
C0057,2024-05-06,505.82,22.77,4,9.32,subscription
C0016,2024-05-06,346.17,32.28,8,12.75,subscription
C0065,2024-05-06,771.95,113.09,4,35.21,subscription
C0071,2024-05-06,675.26,48.76,1,22.45,subscription
C0023,2024-05-06,230.13,37.61,7,53.23,subscription
C0096,2024-05-06,697.92,62.6,3,43.86,purchase
C0097,2024-05-06,496.83,115.8,6,33.15,refund
C0036,2024-05-06,839.8,176.19,6,24.48,subscription
C0002,2024-05-06,669.97,62.06,5,48.91,subscription
C0070,2024-05-06,658.3,37.38,6,55.33,subscription
C0011,2024-05-06,266.79,30.95,8,35.4,subscription
C0014,2024-05-06,522.1,131.41,1,44.46,refund
C0045,2024-05-06,838.46,30.64,9,15.71,subscription
C0056,2024-05-07,864.38,39.08,6,44.31,purchase
C0016,2024-05-07,245.58,54.93,6,51.88,purchase
C0003,2024-05-07,700.98,111.64,5,54.67,purchase
C0031,2024-05-07,708.82,186.15,5,13.17,purchase
C0098,2024-05-07,358.85,90.59,3,6.71,subscription
C0068,2024-05-07,552.13,146.69,3,11.41,refund
C0042,2024-05-07,886.66,113.39,9,58.56,refund
C0013,2024-05-07,81.06,10.87,1,38.86,refund
C0085,2024-05-07,376.59,25.55,9,57.68,subscription
C0090,2024-05-07,61.28,16.17,6,41.9,subscription
C0021,2024-05-07,421.68,101.56,5,59.28,subscription
C0014,2024-05-07,152.64,28.57,7,9.52,refund
C0008,2024-05-07,423.59,73.12,3,35.68,subscription
C0018,2024-05-07,598.73,120.21,4,35.06,subscription
C0095,2024-05-07,152.44,0.39,8,39.77,refund
C0041,2024-05-07,257.12,71.91,5,59.43,refund
C0090,2024-05-07,85.03,9.22,2,48.01,subscription
C0018,2024-05-07,718.22,20.79,9,46.32,refund
C0021,2024-05-07,690.53,5.08,3,35.2,refund
C0040,2024-05-07,583.73,138.26,7,46.14,subscription
C0083,2024-05-07,602.32,5.6,3,54.23,subscription
C0042,2024-05-07,182.27,41.6,5,54.4,purchase
C0026,2024-05-07,492.43,96.35,5,35.15,subscription
C0041,2024-05-07,527.58,76.15,4,47.86,subscription
C0005,2024-05-07,727.95,138.76,7,58.59,subscription
C0012,2024-05-07,554.62,64.27,5,44.86,purchase
C0033,2024-05-07,943.59,4.8,9,44.88,purchase
C0082,2024-05-07,412.96,28.75,7,33.82,purchase
C0001,2024-05-07,686.12,155.77,6,51.76,purchase
C0043,2024-05-07,810.71,63.09,9,29.98,refund
C0002,2024-05-07,669.68,86.76,2,30.86,subscription
C0088,2024-05-07,332.15,10.81,9,19.8,purchase
C0034,2024-05-07,638.57,164.04,9,16.92,subscription
C0093,2024-05-07,92.97,13.47,9,58.61,purchase
C0067,2024-05-07,967.68,53.13,1,13.32,purchase
C0082,2024-05-07,154.94,2.06,2,13.51,purchase
C0059,2024-05-07,213.71,16.51,8,16.5,subscription
C0042,2024-05-07,344.19,36.32,1,24.12,refund
C0066,2024-05-07,656.57,58.13,2,10.53,refund
C0074,2024-05-07,542.66,104.32,3,6.55,subscription
C0075,2024-05-07,245.33,45.41,2,50.63,refund
C0091,2024-05-08,477.46,74.02,8,24.25,refund
C0002,2024-05-08,965.82,247.32,1,42.29,subscription
C0035,2024-05-08,667.5,20.79,7,34.0,purchase
C0059,2024-05-08,254.49,65.63,6,5.73,purchase
C0082,2024-05-08,823.04,134.48,5,14.45,subscription
C0007,2024-05-08,162.31,23.3,1,49.13,purchase
C0018,2024-05-08,844.68,2.69,2,44.92,refund
C0012,2024-05-08,766.8,94.24,2,27.48,refund
C0094,2024-05-08,819.52,162.29,8,28.0,subscription
C0009,2024-05-08,269.03,19.3,4,32.99,subscription
C0092,2024-05-08,491.84,123.12,4,19.09,purchase
C0035,2024-05-08,584.66,24.41,3,13.28,subscription
C0021,2024-05-08,130.4,10.39,1,30.85,refund
C0026,2024-05-08,697.05,70.44,9,36.55,subscription
C0083,2024-05-08,871.11,195.42,7,15.32,refund
C0014,2024-05-08,958.51,62.33,6,34.89,refund
C0093,2024-05-08,922.36,126.43,2,13.08,purchase
C0061,2024-05-08,206.42,29.26,1,15.94,refund
C0017,2024-05-08,316.04,65.2,2,5.53,subscription
C0068,2024-05-08,38.35,1.89,9,51.27,subscription
C0099,2024-05-08,353.49,45.79,8,23.47,refund
C0059,2024-05-08,198.04,27.37,8,10.79,subscription
C0037,2024-05-08,825.75,217.7,8,34.76,refund
C0064,2024-05-08,381.51,15.98,9,11.72,subscription
C0074,2024-05-08,873.8,137.55,1,21.91,refund
C0043,2024-05-08,253.43,1.33,9,38.98,refund
C0041,2024-05-08,950.4,31.13,8,9.3,subscription
C0095,2024-05-08,957.86,128.4,4,56.41,purchase
C0094,2024-05-08,139.01,14.41,4,18.55,subscription
C0039,2024-05-08,294.65,27.5,8,17.71,refund
C0089,2024-05-08,465.5,27.01,1,54.32,subscription
C0088,2024-05-08,68.71,20.04,9,13.33,purchase
C0095,2024-05-08,225.44,55.71,6,44.0,subscription
C0082,2024-05-08,999.7,154.17,5,35.57,subscription
C0083,2024-05-08,129.21,1.29,6,23.57,refund
C0030,2024-05-08,519.36,72.93,4,29.75,subscription
C0047,2024-05-08,212.62,54.78,3,30.93,subscription
C0048,2024-05-08,998.0,212.19,6,58.15,purchase
C0082,2024-05-08,62.28,2.49,5,36.21,refund
C0024,2024-05-08,997.14,203.66,8,49.24,refund
C0030,2024-05-08,259.96,31.13,6,10.65,subscription
C0082,2024-05-08,678.93,149.75,2,55.86,refund
C0026,2024-05-09,306.77,22.93,6,30.9,refund
C0057,2024-05-09,74.34,1.77,3,13.63,subscription
C0023,2024-05-09,475.11,64.92,8,32.7,subscription
C0061,2024-05-09,93.95,16.18,9,10.2,subscription
C0036,2024-05-09,775.43,107.6,1,47.79,purchase
C0060,2024-05-09,165.54,41.2,5,9.65,refund
C0081,2024-05-09,655.67,6.35,5,44.77,subscription
C0033,2024-05-09,399.25,86.37,5,56.95,refund
C0050,2024-05-09,564.93,56.28,6,27.02,purchase
C0054,2024-05-09,666.13,179.22,1,25.78,purchase
C0054,2024-05-09,664.26,134.79,5,51.35,subscription
C0053,2024-05-09,750.0,8.25,8,12.32,purchase
C0075,2024-05-09,496.94,114.56,4,59.19,subscription
C0097,2024-05-09,659.52,62.37,4,27.11,refund
C0006,2024-05-09,606.45,93.08,3,11.93,refund
C0081,2024-05-09,294.01,61.16,3,58.45,purchase
C0017,2024-05-09,369.43,3.79,4,39.33,refund
C0070,2024-05-09,493.65,85.05,4,53.52,refund
C0051,2024-05-09,43.53,4.94,1,17.3,purchase
C0049,2024-05-09,713.33,34.18,6,31.48,refund
C0056,2024-05-09,71.27,11.45,8,54.73,purchase
C0051,2024-05-09,94.38,25.38,7,35.39,purchase
C0047,2024-05-09,873.82,175.38,9,7.48,refund
C0075,2024-05-09,270.59,57.66,4,56.58,purchase
C0064,2024-05-09,887.85,196.37,2,31.87,subscription
C0070,2024-05-09,96.99,4.04,9,46.81,purchase
C0048,2024-05-09,931.52,184.66,6,22.14,purchase
C0091,2024-05-09,979.31,209.17,9,52.15,subscription
C0028,2024-05-09,755.67,66.73,8,46.0,subscription
C0009,2024-05-09,443.23,33.86,2,7.11,subscription
C0078,2024-05-09,254.5,68.69,9,56.88,subscription
C0029,2024-05-09,509.44,68.91,8,30.65,refund
C0045,2024-05-09,658.55,45.89,8,54.88,refund
C0088,2024-05-09,509.0,60.99,8,50.24,purchase
C0095,2024-05-09,967.49,275.72,4,29.43,purchase
C0098,2024-05-09,876.82,135.5,7,58.5,refund
C0011,2024-05-09,944.01,79.27,7,14.11,subscription
C0027,2024-05-09,994.2,197.4,1,59.75,refund
C0093,2024-05-09,538.78,20.06,9,13.18,subscription
C0011,2024-05-09,489.76,110.82,8,21.35,subscription
C0009,2024-05-09,714.91,46.43,6,7.49,purchase
C0074,2024-05-09,793.96,111.54,1,43.63,subscription
C0069,2024-05-09,311.74,51.85,7,26.84,purchase
C0001,2024-05-09,681.93,18.81,2,25.71,refund
C0098,2024-05-09,712.04,4.5,9,54.64,subscription
C0019,2024-05-09,860.58,79.83,8,12.91,refund
C0041,2024-05-09,442.02,55.1,4,58.48,refund
C0018,2024-05-09,95.08,0.76,4,39.57,refund
C0087,2024-05-09,423.93,42.9,6,28.06,purchase
C0093,2024-05-09,717.69,78.91,6,10.6,subscription
C0076,2024-05-09,996.86,256.9,8,18.89,refund
C0041,2024-05-09,529.8,86.73,6,30.45,subscription
C0095,2024-05-10,817.85,218.87,5,45.81,subscription
C0090,2024-05-10,748.22,66.2,3,52.43,subscription
C0045,2024-05-10,223.97,39.7,3,48.88,refund
C0040,2024-05-10,877.93,257.41,7,22.3,subscription
C0093,2024-05-10,659.64,93.34,4,7.55,refund
C0006,2024-05-10,798.83,70.5,8,55.65,subscription
C0069,2024-05-10,94.92,24.53,9,57.6,purchase
C0072,2024-05-10,886.59,61.95,6,10.32,subscription
C0092,2024-05-10,38.11,0.89,8,37.94,refund
C0061,2024-05-10,403.88,101.77,6,56.97,subscription
C0035,2024-05-10,633.33,164.06,2,47.65,refund
C0072,2024-05-10,155.44,34.54,4,53.8,purchase
C0083,2024-05-10,593.79,61.82,6,6.34,subscription
C0014,2024-05-10,565.07,106.53,9,45.22,subscription
C0067,2024-05-10,979.36,21.58,6,50.28,subscription
C0065,2024-05-10,278.67,71.49,7,58.89,purchase
C0004,2024-05-10,114.21,19.62,8,41.41,subscription
C0020,2024-05-10,233.11,46.25,2,32.47,refund
C0018,2024-05-10,405.52,49.89,9,21.0,purchase
C0056,2024-05-10,742.27,54.65,8,43.13,refund
C0063,2024-05-10,324.37,35.1,6,9.68,subscription
C0084,2024-05-10,798.59,138.9,8,38.3,subscription
C0056,2024-05-10,193.6,26.84,7,11.89,purchase
C0050,2024-05-10,67.71,20.28,4,53.39,purchase
C0097,2024-05-10,723.46,207.06,6,19.12,purchase
C0006,2024-05-10,349.94,52.1,2,30.98,purchase
C0067,2024-05-10,493.8,11.48,9,36.59,subscription
C0031,2024-05-10,30.95,3.13,9,46.15,purchase
C0055,2024-05-10,591.7,4.9,5,21.94,subscription
C0096,2024-05-10,992.93,254.33,8,23.02,purchase
C0029,2024-05-10,645.03,35.98,5,50.62,subscription
C0039,2024-05-10,104.14,1.69,1,29.17,purchase
C0023,2024-05-10,222.67,32.45,3,32.89,subscription
C0025,2024-05-10,529.27,65.16,4,59.85,purchase
C0015,2024-05-10,827.28,196.39,8,34.81,purchase
C0081,2024-05-10,572.66,133.59,4,34.69,purchase
C0032,2024-05-10,910.13,147.09,4,48.91,refund
C0002,2024-05-10,993.7,27.46,6,57.81,purchase
C0059,2024-05-10,123.19,10.11,4,37.6,purchase
C0067,2024-05-10,285.87,15.39,4,25.84,subscription
C0010,2024-05-10,724.7,168.17,1,34.18,subscription
C0077,2024-05-10,884.23,108.8,8,24.2,purchase
C0088,2024-05-10,209.02,5.1,3,7.88,subscription
C0064,2024-05-11,586.86,21.85,1,44.66,refund
C0088,2024-05-11,684.88,55.2,2,23.81,refund
C0011,2024-05-11,702.39,23.6,3,30.65,refund
C0018,2024-05-11,499.95,53.09,2,7.29,purchase
C0002,2024-05-11,467.96,12.45,8,31.24,subscription
C0019,2024-05-11,135.88,25.03,7,35.94,subscription
C0085,2024-05-11,622.1,71.91,8,27.95,purchase
C0070,2024-05-11,817.77,60.52,7,30.58,purchase
C0080,2024-05-11,550.77,136.88,2,28.13,refund
C0083,2024-05-11,724.85,192.71,3,12.58,refund
C0060,2024-05-11,524.37,96.93,9,30.14,purchase
C0041,2024-05-11,670.62,192.42,5,33.77,subscription
C0037,2024-05-11,216.74,3.81,1,7.31,purchase
C0043,2024-05-11,862.43,119.32,6,37.62,purchase
C0055,2024-05-11,983.97,140.65,2,16.19,purchase
C0011,2024-05-11,94.17,17.83,9,23.6,refund
C0030,2024-05-11,762.12,186.8,4,11.67,purchase
C0044,2024-05-11,874.14,11.13,4,35.68,refund
C0032,2024-05-11,626.84,74.97,1,42.23,purchase
C0065,2024-05-11,258.0,24.78,7,23.65,refund
C0037,2024-05-11,997.94,24.05,3,8.97,refund
C0084,2024-05-11,517.27,54.13,1,44.53,refund
C0004,2024-05-11,481.8,42.79,5,14.1,subscription
C0057,2024-05-11,665.63,22.09,2,13.55,subscription
C0029,2024-05-11,809.09,67.05,8,46.98,subscription
C0059,2024-05-11,90.61,11.85,3,26.3,purchase
C0097,2024-05-11,834.56,31.32,5,48.58,subscription
C0043,2024-05-11,190.06,19.71,3,53.09,purchase
C0084,2024-05-11,79.7,8.49,9,36.82,refund
C0065,2024-05-11,346.28,39.47,1,5.82,purchase
C0064,2024-05-11,487.71,101.46,3,9.18,purchase
C0072,2024-05-11,704.09,86.76,7,19.1,purchase
C0032,2024-05-11,319.9,78.68,3,29.78,refund
C0071,2024-05-11,32.95,8.16,7,46.05,refund
C0046,2024-05-11,13.22,1.12,4,35.43,refund
C0093,2024-05-11,477.23,107.73,5,23.69,subscription
